tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1819328335626817738',"TWO STUDENT TRAFFICKERS IN CUSTODY, CANNABIS WORTH SHS690,000 SEIZED

Two high school students, one aged 17 in Form 4 and the other aged 16 in  Form 3, were apprehended with a large amount of cannabis and placed in custody. The two were travelling on a Guardian Angel bus, registration number KCW 073X, destined for Nairobi from Busia when their illicit cargo was discovered.

Acting on a tip-off, a vigilant multi-agency team stationed at the Suo roadblock intercepted the bus. A meticulous search ensued, leading to the discovery of five bales of cannabis, weighing a total of 23 kilograms, cleverly concealed in the students’ bags. The street value of the seized cannabis is estimated at Shs690,000.

The young suspects were promptly escorted to Busia police station, where they are being processed for their day in court.",en,Tweet,12,203,57,134,83530,2024-08-02 13:04:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GT-Nb6RXYAAvj54.jpg
'1819264631245803577',"ARREST OF BREAK-IN AND OIL SIPHONING SUSPECT

A notorious break-in artist, Mukhtar Suleiman 35, has been apprehended for his daring escapade of breaking into a telecommunication company facility thanks to the prompt action by officers from Wajir Police Station.

Acting on intelligence received about the break-in at Halane area during the wee hours of Friday, August 2, 2024, the officers responded swiftly and caught the suspects pants down as they were siphoning diesel from the facility. 

However, the suspect's accomplices managed to slip away into the cover of darkness, leaving their comrade in crime to face the consequences.

Upon processing the scene, the officers recovered three full 20-litre jerrycans, one half-full 20-litre jerrycan of siphoned diesel, 14 empty 20-litre jerrycans and a siphoning pipe.

The suspect is currently being held at Wajir Police Station for processing pending arraignment as the search for his accomplices continues.",en,Tweet,1,141,29,46,28338,2024-08-02 08:51:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GT9TVg5WEAAKmA3.jpg,https://pbs.twimg.com/media/GT9TZr3W4AA_Dgh.jpg,https://pbs.twimg.com/media/GT9TdipWoAAhjNW.jpg,https://pbs.twimg.com/media/GT9TiAUWMAAiblu.jpg"
'1819014078901243998',"TRAFFICKERS MASQUERADING AS PASSENGERS NABBED, NARCOTICS SEIZED

Undercover detectives from the Anti-Narcotics Unit at the Jomo Kenyatta International Airport have intercepted a drug trafficker disguising herself as a normal passenger and recovered 1080 grams of cocaine.

The suspect, Bioma Alice Gbassay from Sierra Leone, thought she could slip through security checks but our vigilant team of detectives caught her right in the act.

Upon her arrival in Kenya en route to Mumbai, Bioma was escorted to the immigration offices where her luggage was picked up from the baggage hall and was taken to the Anti-narcotics office.

After a meticulous search of her body and luggage, the detectives recovered suspected narcotic drugs hidden in various places.

From her inner garments, a whitish substance wrapped with clear tape was recovered. Further, two slabs of dove soap concealing a suspicious powdery substance were also recovered in her luggage.

After being subjected to laboratory tests, the recovered substances turned out to be cocaine.

Similarly, law enforcement officers responded to a distress call from the manager of Promise Bus Services plying the Malaba-Nairobi route after he was informed of a passenger exhibiting suspicious behaviour aboard a bus registration number KBY 156K.

Upon arrival, the officers searched for a parcel belonging to Emmanuel Erony who had boarded the bus to Nairobi. Inside the parcel, officers discovered 19 large stones of suspected narcotics wrapped in yellow cello tape.

Further investigation revealed that these stones contained cannabis sativa weighing 19,810 grams and with an estimated street value of Kshs 990,500.

Both suspects have been processed for arraignment.",en,Tweet,1,147,28,58,39192,2024-08-01 16:15:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GT5vVjiXAAAL8ms.jpg,https://pbs.twimg.com/media/GT5vYkiW0AAOGEP.jpg,https://pbs.twimg.com/media/GT5veVDWgAAP1B8.jpg,https://pbs.twimg.com/media/GT5vnhfWoAAv5rO.jpg"
'1818675921504674079',"TWO FORMER STATE CORPORATION OFFICIALS CHARGED WITH VIOLATION OF PROCUREMENT LAWS AND ABUSE OF OFFICE.

Following credible intelligence, the DCI’s Economic and Commercial Crimes Unit detectives commenced investigations into allegations of financial impropriety and abuse office at the Kenya National Trading Corporation (KNTC). 

Investigations have revealed that Pamela Nduku Mutua, the managing director and accounting officer of KNTC, and Amos Juma Sikuku, the supply chain and logistics manager failed in their mandate to ensure importation and distribution of rice was conducted in line with the provisions of the Public Procurement and Asset Disposal Act, 2015.

It has been established that in September 2022, KNTC was tasked to import and distribute essential commodities including rice as a measure to bring down the cost of living in the country hence the KNTC board approved the management’s concept note that was to guide the importation and subsequent distribution of the said rice.

Whereas the board settled on the Specially Permitted Procurement Procedure (SPPP) under sections 114A and 107 of the PPAD Act, 2015, this was violated and instead direct procurement was undertaken which was a blatant violation of the law.

 Other conditions approved in the concept note included the use of credit financing by a financial institution in the subject of procurement and approval by the Attorney General for procurement of value above 5 billion. These conditions were also found to have been violated when the management went ahead and engaged M/S Purma Holdings Ltd by way of a consignment contract which was not provided for in the concept note.

KNTC management further went ahead and rented private container freight stations as opposed to the use of existing government storage facilities which led to increased operation costs and loss of public funds.

In line with the PPAD Act, 2015 which places responsibility of compliance on  the accounting officer, Pamela Nduku Mutua was charged with five counts of Willful Failure to Comply with Procurement Regulations whereas Amos Juma Sikuku was charged with abuse of office. Sikuku is accused of having issued a prejudicial professional opinion in a tender for bulk commodities procurement, allegedly compromising the interests and rights of the Republic hence costing taxpayers billions of shillings.

Both suspects pleaded not guilty to the charges before the Anti-Corruption Court Milimani. Pamela Nduku Mutua was granted bail of KSh 1.5 Million or a bond of Ksh 5 million with one surety of the same amount while Amos Juma Sikuku was granted bail of Ksh 500,000 or a bond of Ksh 1 million. The two were further ordered to deposit their passports with the court and warned not to interfere with prosecution witnesses.",en,Tweet,7,153,35,59,39171,2024-07-31 17:51:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GT08GmHXcAA3jhf.jpg
'1818322106259841501',"#GSU

https://t.co/lDilLwOB6q",qme,Tweet,0,49,9,18,16748,2024-07-30 18:25:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#GSU,https://www.gsu.go.ke/background-information,,
'1818217020682281223',#EndHumanTrafficking,qht,Tweet,15,200,63,541,214018,2024-07-30 11:28:13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#EndHumanTrafficking,,,
'1817795482049024191',"RT @EACCKenya: 𝐆𝐑𝐀𝐅𝐓 𝐒𝐔𝐒𝐏𝐄𝐂𝐓𝐒 𝐈𝐍 𝐂𝐎𝐔𝐑𝐓 𝐓𝐇𝐈𝐒 𝐖𝐄𝐄𝐊
Two CEOs of State Corporations, Peter Gitaa Koria (Bomas of Kenya) and Silas Masinde Simiyu (GDC) are among notable graft suspects in court this week over theft of public funds. #TuangamizeUfisadiTuijengeKenya https://t.co/VTDKo2aork",en,Retweet,5,130,53,79,27064,2024-07-29 07:33:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#TuangamizeUfisadiTuijengeKenya,,photo,"https://pbs.twimg.com/media/GTobWVKWMAA9zKe.jpg,https://pbs.twimg.com/media/GTobAhNXQAArvgU.jpg"
'1816846177150603653',"A CRIMINAL GUNNED DOWN, PISTOL SEIZED AS MANHUNT FOR RUNAWAY CRIMINALS COMMENCE

Detectives from DCI headquarters have successfully seized a Browning pistol from a notorious gang of three members who have been sowing fear to the public at Ogembo market in Kisii County.

While on duty in Kisii County, the detectives received crucial information about three criminals on a motorbike KMGK 292Z red in colour planning to rob an M-Pesa shop in the area. The officers strategically positioned themselves in anticipation of the unsuspecting criminals.

Upon noticing the officers, the culprits started shooting at the officers and fled in different directions. Undeterred, the officers retaliated, bravely fatally injuring one of the robbers.

A nearby river inadvertently aided the fugitives’ escape as the other two criminals plunged into its murky depths, disappearing from the scene.

Upon searching the incapacitated desperado, the officers recovered a browning pistol with a defaced serial number and one live ammunition.

Meanwhile, efforts to track down the two culprits, who escaped with gunshot wounds, are ongoing, and it is just a matter of time before they are smoked out of their hideouts.",en,Tweet,13,421,51,166,111878,2024-07-26 16:40:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GTa75AhXwAAydZ9.jpg,https://pbs.twimg.com/media/GTa78-oWAAAfaSv.jpg"
'1816701810771419287',"RT @ODPP_KE: The 7th prosecution witness in the Shakahola massacre terrorism-related case described how he was forced to aid his one-and-a-half-year-old daughter in fasting to death.

Testifying before Shanzu Senior Principal Magistrate Hon. Leah Juma, the protected witness revealed that he initially tried to protect his child. However, he eventually succumbed to pressure from elders who were enforcing the fast and monitoring the deaths. These elders were reportedly tasked by Paul Nthege Mackenzie, the prime suspect in the Shakahola massacre, to implement his radical teachings among his followers.

The witness recounted that he had no choice but to deprive his daughter of food and water, leading to her death after 15 days. He also shared that his wife died after enduring a ten-day starvation period in a makeshift tent where she had relocated.

Over the course of two days—Wednesday and Thursday—the witness provided a harrowing account of how Mackenzie's radical teachings resulted in the deaths of over 400 people in the vast Shakahola forest. He explained that many children died between January and February 2023 following Mackenzie's declaration of a fasting period. Initially voluntary, the fasting regime was later made mandatory by Mackenzie. The witness also noted that Mackenzie personally conducted burials for children who succumbed to starvation.

The witness added that he attempted to escape but was deterred by fear of capture and a lack of resources. After his child’s death, his wife moved to a makeshift tent in compliance with an order requiring fasting followers to retreat deep into the forest to evade police detection. At that time, police and families were actively searching for missing loved ones.

Following his wife's death, the witness told the court that he spent his remaining time in the forest transporting bodies from makeshift tents to burial sites and digging graves. He testified that after transporting these bodies, he began fasting but occasionally broke the fast by consuming honey and water.

The witness made these distressing revelations during his examination-in-chief, conducted by the prosecution team led by Peter Kiprop, Jami Yamina, Anthony Musyoka, Victor Owiti, Betty Rubia, and Peris Ogega.

The court adjourned the hearing until September 30, 2024, with further proceedings scheduled from October 1 to October 3, 2024, and October 28 to October 31, 2024.

#HakiNaUsawa",en,Retweet,3,50,16,17,20442,2024-07-26 07:07:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GTY4LpfWMAAWIO8.jpg,https://pbs.twimg.com/media/GTY4LpeWsAAsrXS.jpg,https://pbs.twimg.com/media/GTY4LpeWoAA4nQ9.jpg"
'1816551164487381201',"RT @APSKenya: THE HISTORICAL APPOINTMENT &amp; SWEARING-IN OF THE DEPUTY INSPECTOR GENERAL OF THE ADMINISTRATION POLICE
Today, 25th July 2024, H.E President William Samoei Ruto, PhD, C.G.H., &amp; the Commander-in-Chief of the Defense Forces appointed Mr. Gilbert Masengeli, MBS, OGW, SS as the 1st
/1 https://t.co/SSXyzywWdJ",en,Retweet,24,423,57,37,117037,2024-07-25 21:08:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GTWvpgfWAAA-m4w.jpg,https://pbs.twimg.com/media/GTWvp1TX0AAUa3d.jpg,https://pbs.twimg.com/media/GTWvp6CWkAAFcty.jpg,https://pbs.twimg.com/media/GTWvp6NXQAA3Vz9.jpg"
'1816550585648447932',"RT @NPSOfficial_KE: DIG KENYA POLICE LAGAT, DIG ADMINISTRATION POLICE MASENGELI SWORN-IN

The newly appointed DIG-Kenya Police Service, Mr. Eliud Lagat and DIG Administration Police Service, Mr. Gilbert Masengeli were today afternoon sworn-in as the substantive Deputy Inspectors General https://t.co/SPqx0qWVHa",en,Retweet,3,228,41,58,40885,2024-07-25 21:06:24,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GTWvIObWkAAXdUs.jpg,https://pbs.twimg.com/media/GTWvIIEW4AEnn0h.jpg,https://pbs.twimg.com/media/GTWvIQwXsAIk17V.jpg,https://pbs.twimg.com/media/GTWvILXWwAACDH2.jpg"
'1816411364757209218',"RT @NPSOfficial_KE: We are pleased to share with you the 11th issue of the NPS Quarterly Newsletter.

Join us as we share with you our engagements over the last 3 months.

Download your eCopy from; our website
 
https://t.co/EXWwdsPXxd https://t.co/2jY824Y932",en,Retweet,10,173,40,171,39718,2024-07-25 11:53:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://www.nationalpolice.go.ke/downloads/category/32-nps-newsletters.html?download=159:newsletter-issue-11-april-june-2024-pdf,photo,https://pbs.twimg.com/media/GTUwgnTWMAED5Gq.jpg
'1816390012268614019',"ARREST OF AN INFAMOUS GANG, RECOVERY OF STOLEN ITEMS

In response to a surge in criminal activities in Mombasa town and its vicinity, detectives from Mombasa Urban have made significant progress by arresting three key suspects believed to be the masterminds behind the crime wave.

Acting on intelligence, detectives orchestrated an ambush in Nyali estate on Links Road, resulting in the swift apprehension of two suspects, Ali Ahmad Ali, known by the alias “Mkali,” and Abdulrahman Arafat. Following interrogation, they led officers to their rented house near Allidina Visram High School.

In their hideout, officers discovered another accomplice, Mohamed Zulf. A thorough search of the premises yielded four pangas, two Y-6 twisted metal bars sharpened at the edges, eighteen small bales of bhang, ten assorted suspected stolen mobile phones, six spotlights, four suspected stolen livestock (sheep), one 32-inch TV, and one gas cylinder.

The trio were escorted to Mombasa Central Police Station for processing, pending arraignment.",en,Tweet,23,409,74,151,118316,2024-07-25 10:28:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GTUc7DXW0AEPwW2.jpg,https://pbs.twimg.com/media/GTUc-z3W8AAwMR_.jpg"
'1816337816931963369',"RT @ODPP_KE: Press Statement on Inquiry into Allegations of Illegal Land Possession in Meru County by Mr. Joshua Gatimu Igweta

#HakiNaUsawa https://t.co/2aYssAP193",en,Retweet,3,82,22,18,24662,2024-07-25 07:00:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#HakiNaUsawa,,photo,"https://pbs.twimg.com/media/GTTtnJTWMAAx79G.jpg,https://pbs.twimg.com/media/GTTtnJUXEAACV3e.jpg"
'1816121196754190553',"END OF THE ROAD FOR FOUR  GANGSTERS  NOTORIOUS FOR STEALING FROM LOCKED MOTOR VEHICLES.

In yet another operation intended to cleanse our streets of notorious thugs known for stealing from locked motor vehicles, a team of detectives drawn from the Nairobi regional headquarters has arrested a four-man gang that stole Ksh 850,000 from a locked motor vehicle in Langata.

The arrest is a culmination of painstaking investigations arising from a report at Langata police station where a resident of South C- Green estate 2 lost part of his money that he had withdrawn from a local bank on July 17, 2024.

It happened that the victim had left the money inside his locked motor vehicle and proceeded to shop at Uchumi supermarket in Langata only to return and find his vehicle having been broken into and all the money he had stashed in a Khaki envelope missing.

On reviewing CCTV footage from an adjacent business premise, it was established that the four-man gang onboard a white Suzuki Swift Reg. No. KDB 771T had been captured breaking into his car and taking off with his money.

Taking the bull by its horns, the detectives drawn from the elite CRIB and the Operations units launched investigations culminating in the arrest of Shaban Maingi Rashid, Steve Malvin Njagi, Johnson Muisyo Mbingu and Mashud Onyango Dax alias Sudi.

At the time of arrest, the four were onboard a Suzuki Swift Reg. No. KDH 154B but upon further search, the detectives recovered a master key and retrieved another set of number plates KDP 989N from inside the vehicle that also matched the vehicle’s insurance details.

The detectives have further established that one of the arrested thugs Shaban Maingi Rashid has previously been arrested for similar offences within Langata area and has ongoing cases before court.",en,Tweet,14,174,26,84,118299,2024-07-24 16:40:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GTQomgdXcAA8lNF.jpg,https://pbs.twimg.com/media/GTQomgsWwAE5aQz.jpg,https://pbs.twimg.com/media/GTQomlCXUAAgcKG.jpg,https://pbs.twimg.com/media/GTQomk5W8AA4rSB.jpg"
'1773613253194588269',"CATAPULT GANG THAT STOLE MILLIONS ROUNDED UP

In a stealth operation launched to bring to an end the era of city thugs dreaded for stealing from locked motor vehicles, Nairobi region detectives have rounded up five miscreants that stole Sh900,000 and another USD 15,000 from a https://t.co/7cDPFGLYLv",en,Tweet,120,1737,338,198,557303,2024-03-29 09:28:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GJ0j1NCW8AIHwS9.jpg,https://pbs.twimg.com/media/GJ0j1pZXgAAjwA1.jpg,https://pbs.twimg.com/media/GJ0j2HQWUAA1Tk2.jpg,https://pbs.twimg.com/media/GJ0j2qmXcAAkrvR.jpg"
'1773613331787534421',"on February 16 last year after a series of car breakings using the same tools of trade still in South C, Nairobi.

#FichuakwaDCI. Call 0800722203 to report anonymously. Usiogope!",en,Reply,1,163,15,12,77426,2024-03-29 09:29:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#FichuakwaDCI,,,
'1816100401164279940',@threadreaderapp unroll,en,Reply,0,27,3,8,19546,2024-07-24 15:17:31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1816053439685677375',"DCI Transnational Organized Crime Unit (TOCU) detectives arrest three notorious drug traffickers and seize fifteen sacks of marijuana and other exhibits. 

https://t.co/L7uGx1NlWQ",en,Tweet,0,109,17,91,27332,2024-07-24 12:10:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.dci.go.ke/more-arrests-and-seizures-battle-against-trafficking-narcotics,,
'1816030677361406174',"The DCI congratulates Mr. Patrick M. Aranduh MBS, on his appointment as the Commissioner General of the Kenya Prisons Service.",en,Tweet,0,150,19,53,24823,2024-07-24 10:40:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1815747525476864422',"PRIME SUSPECT IN SH 3 MILLION TRAFFICKING CASE ARRESTED

In a determined effort, detectives in Kisii South have made a significant breakthrough in the fight against trafficking in narcotics after apprehending the prime suspect who escaped a police dragnet in the wee hours of July 10, 2024 abandoning a drug laden motor vehicle Reg. No KDP 353U.

While on routine patrol along the Kisii-Migori highway, the officers spotted a speeding Nissan Xtrail heading towards Kisii town but when signalled to stop, the vehicle initially slowed down and then bolted like a bat out of hell, running over spikes at the roadblock.

In a high-octane chase, the officers pursued the suspect’s vehicle, which eventually skidded off the road and landed in a ditch. Three occupants fled the scene, vanished into a nearby thicket leaving behind the vehicle. 

Upon searching the abandoned vehicle, the officers recovered several sacks of a green substance suspected to be cannabis sativa weighing 112.8 kg, with an estimated street value of Sh 3,384,000.

After toiling and moiling for days, the search for the suspects bore fruit yesterday when detectives, acting on a tip-off, managed to smoke out the main suspect, Samuel Omondi Audi 36, from his hideout in Kibera, Nairobi.

The suspect has been arraigned as search for his accomplices continue.",en,Tweet,1,78,11,77,28817,2024-07-23 15:55:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GTLUvaeXcAAXbi6.jpg
'1815717141590499703',"ARREST AND ARRAIGNMENT OF A SUSPECTED DEVIANT

Detectives based at Kuresoi North sub-County have apprehended Douglas Koech Kipkemoi 42, the assistant chief  Kabianga Sub-Location who is accused of defiling a minor in Kabianga area of Londiani Sub-County.

The arrest followed a harrowing report from the parents of a 4-year-old minor who had complained of severe pain while passing urine prompting her parents to investigate further. 

To their horror, she revealed that she had been defiled by the suspect prompting the parents to immediately take her to Londiani Sub-County Hospital for medical examination and treatment.

The case was reported and investigations commenced leading to the arrest of the suspect who has been arraigned and is currently remanded at Milimani GK Prison in Nakuru. 

The case is set for mention on July 25, 2024.",en,Tweet,5,268,56,100,64465,2024-07-23 13:54:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1815418043016548487',"RT @NPSOfficial_KE: PRESS RELEASE ON LEGAL COMPLIANCE DURING PUBLIC DEMONSTRATIONS ON JULY 23, 2024 https://t.co/5gcg1GmG8A",en,Retweet,217,3831,985,2030,1293356,2024-07-22 18:06:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GTGpFWTXcAAMM5c.jpg
'1814675612117664190',"SUSPECT IN CUFFS, CANNABIS WORTH OVER  SH 11 MILLION SEIZED 

Anti-Narcotics Unit (ANU) detectives in the coast region have arrested a drug trafficker and seized Cannabis sativa worth over Shs 11 million.

Acting on a tip-off, the detectives conducted an operation along Samburu-Kinango road where they laid an ambush at Mdomo centre, successfully intercepting a heavily laden Toyota Ipsum Reg. No. KBJ 679M.

Realizing the magnitude of the trouble that lay ahead, the car driver jumped out and vanished into a nearby thicket. However, the co-driver and comrade in crime, Elisha Omondi, 32, wasn't so lucky, as he was cornered and arrested.

Search conducted in the vehicle revealed seven green gunny sacks containing long khaki rolls of marijuana weighing 389.45 kgs with an estimated street value of Sh 11,683,500.

The suspect was escorted to Mombasa Urban Police Station for processing while the recovered narcotics were kept in safe custody as exhibit.

Meanwhile, the detectives are  pursuing the elusive suspect and it is just a matter of time before he is smoked out of his bolthole.",en,Tweet,18,380,66,385,85461,2024-07-20 16:55:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GS8F2JRXEAAvzcY.jpg,https://pbs.twimg.com/media/GS8F2PWWQAAFoPF.jpg,https://pbs.twimg.com/media/GS8F2RdXIAAeVLu.jpg,https://pbs.twimg.com/media/GS8F2UWWQAAxBOY.jpg"
'1814532252853743628',"PRESS STATEMENT ON COURT ORDER IN NRB HCCHRPET/E349/2024 ISSUED ON JULY 18, 2024 BY HON. MR. JUSTICE BAHATI MWAMUYE.- @NPSOfficial_KE https://t.co/89eruVQ99e",en,Tweet,6,269,70,255,62144,2024-07-20 07:26:16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GS59noqW4AEWkD9.jpg
'1813650715937763641',"RT @NPSOfficial_KE: PRESS RELEASE ON PLANNED DEMONSTRATIONS BY KENYAN YOUTHS ON JULY 18, 2024 https://t.co/zo6eTGfdCD",en,Retweet,195,2830,797,2267,1592260,2024-07-17 21:03:21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GSthtEeXgAAk07Z.jpg
'1813577036851790155',UPDATE ON MURDERS AT MUKURU KWA NJENGA https://t.co/2bpq2u6Gl6,in,Tweet,61,1188,272,1525,305256,2024-07-17 16:10:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GSsetAIXUAAQvBK.jpg
'1813464774690148466',RT @NPSOfficial_KE: PUBLIC CLARIFICATION ON MISTAKEN ARREST OF MACHARIA GAITHO,en,Retweet,104,2729,636,2849,1330347,2024-07-17 08:44:29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1813406592450130196',THE SANCTITY OF HUMAN LIFE MUST BE RESPECTED.- @InteriorKE,en,Tweet,35,781,199,1155,399890,2024-07-17 04:53:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1813228300971512167',#Kwarekillings: Update on murders at Mukuru kwa Njenga https://t.co/k67iRFQxQH,in,Tweet,68,663,169,838,173036,2024-07-16 17:04:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Kwarekillings,,photo,https://pbs.twimg.com/media/GSnhh7KXgAABUDf.jpg
'1812921209069445606',"Mother of Jumaisi's first victim records her statement at DCI Headquarters.

https://t.co/lE9Hp4u4X9",en,Tweet,31,320,81,517,163638,2024-07-15 20:44:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://youtu.be/PfzvjPUPqDg?si=Anl11hMBaEqSZMIU,,
'1812917979044323674',https://t.co/TfbqTXY7K0,zxx,Tweet,9,105,29,95,48789,2024-07-15 20:31:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://youtu.be/4yithlUcUnA?si=iU2bJNk6AasKo9l0,,
'1812910698651131957',https://t.co/cS12i8GtUH,zxx,Tweet,10,191,29,182,109606,2024-07-15 20:02:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://youtu.be/7GFGnQXr7Xw?si=Z_8ZbVVgJG_S-f6h,,
'1812912041105252545',"@jonkaloki ...

https://t.co/45xFkFVqIC",und,Reply,0,1,0,10,2429,2024-07-15 20:08:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://x.com/DCI_Kenya/status/1812892552606994834?t=PdqwltzSRZk21iVXhuZAQQ&s=19,,
'1812910698651131957',https://t.co/cS12i8GtUH,zxx,Tweet,10,191,29,182,109606,2024-07-15 20:02:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://youtu.be/7GFGnQXr7Xw?si=Z_8ZbVVgJG_S-f6h,,
'1812892552606994834',UPDATE ON THE PROBE INTO MURDERS AT MUKURU KWA NJENGA https://t.co/CsNexQ9ryY,tl,Tweet,160,1977,537,1586,596972,2024-07-15 18:50:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GSiwKuUXUAEnspq.jpg
'1812841067248595043',https://t.co/WLg3OnUz9P,zxx,Tweet,15,133,20,153,58946,2024-07-15 15:26:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://youtu.be/XsFZWtrARDo?si=2uHQ1-WKUu9sd1k-,,
'1812781136055058853',SUSPECT IN MUKURU KWA NJENGA MURDERS ARRESTED. https://t.co/MdkTaLzUfP,in,Tweet,359,3414,602,3454,1200079,2024-07-15 11:27:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GShK1Z_WsAAI1o2.jpg,https://pbs.twimg.com/media/GShK1bzXIAA5xBr.jpg,https://pbs.twimg.com/media/GShK1b7WEAAiKrI.jpg,https://pbs.twimg.com/media/GShK1btXMAArf3z.jpg"
'1812781150424760521',Exhibits recovered https://t.co/VD59ZJuOAa,en,Reply,42,292,47,381,346213,2024-07-15 11:28:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GShK2J6WcAAFumu.jpg,https://pbs.twimg.com/media/GShK2NkXsAEK6E7.jpg,https://pbs.twimg.com/media/GShK2T3XkAAlGf2.jpg,https://pbs.twimg.com/media/GShK2T0XIAASP8A.jpg"
'1812781165062823966',More exhibits https://t.co/hwjQxkEqRZ,en,Reply,23,187,27,228,242127,2024-07-15 11:28:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GShK3EkXsAEkNfz.jpg,https://pbs.twimg.com/media/GShK3KPWwAAx1Cu.jpg,https://pbs.twimg.com/media/GShK3KuWUAEiIOA.jpg,https://pbs.twimg.com/media/GShK3NnWYAAYw3C.jpg"
'1812769233262043568',RT @CapitalFMKenya: Evidence recovered from the serial killer prime suspect in  the Mukuru quarry murders https://t.co/XujGQi3bML,en,Retweet,137,1234,342,960,705598,2024-07-15 10:40:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,https://video.twimg.com/ext_tw_video/1812769118845534208/pu/vid/avc1/1280x720/5ghFyFmsEj_VV9Vx.mp4?tag=12
'1812764293646983664',https://t.co/ev736y56K7,zxx,Tweet,6,133,30,102,52868,2024-07-15 10:21:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,https://x.com/i/broadcasts/1YpJklykvvrxj,,
